country_grouping,country_name,machine_line_code,machine_line_name,primary_source,secondary_source,crp_source,change_indicator
GKR,South Korea,380,Motor Graders,KRA,,HVE,
GKR,South Korea,390,Compaction Machines,KRA,,,
GKR,South Korea,410,Backhoe Loaders,KRA,,,
GES,Spain,300,Compact Excavators,OHR,,CEE,
GES,Spain,310,GPE Crawler Excavators,OHR,,CEE,
GES,Spain,320,GPE Wheel Excavators,OHR,,CEE,
GES,Spain,330,Articulated Haulers,OHR,,CEE,
GES,Spain,340,Rigid Haulers,OHR,,CEE,
GES,Spain,350,Compact Wheel Loaders,OHR,,CEE,
GES,Spain,360,GPE Wheel Loaders,OHR,,CEE,
GES,Spain,380,Motor Graders,OHR,,CEE,
GES,Spain,390,Compaction Machines,,,,
GES,Spain,410,Backhoe Loaders,OHR,,,
GSE,Sweden,300,Compact Excavators,OHR,,CEE,
GSE,Sweden,310,GPE Crawler Excavators,OHR,,CEE,
GSE,Sweden,320,GPE Wheel Excavators,OHR,,CEE,
GSE,Sweden,330,Articulated Haulers,OHR,,CEE,
GSE,Sweden,340,Rigid Haulers,OHR,,CEE,
GSE,Sweden,350,Compact Wheel Loaders,OHR,,CEE,
GSE,Sweden,360,GPE Wheel Loaders,OHR,,CEE,
GSE,Sweden,380,Motor Graders,OHR,,CEE,
GSE,Sweden,390,Compaction Machines,,,,
GSE,Sweden,410,Backhoe Loaders,OHR,,,
GCH,Switzerland,300,Compact Excavators,OHR,,CEE,
GCH,Switzerland,310,GPE Crawler Excavators,OHR,,CEE,
GCH,Switzerland,320,GPE Wheel Excavators,OHR,,CEE,
GCH,Switzerland,330,Articulated Haulers,OHR,,CEE,
GCH,Switzerland,340,Rigid Haulers,OHR,,CEE,
GCH,Switzerland,350,Compact Wheel Loaders,OHR,,CEE,
GCH,Switzerland,360,GPE Wheel Loaders,OHR,,CEE,
GCH,Switzerland,380,Motor Graders,OHR,,CEE,
GCH,Switzerland,390,Compaction Machines,,,,
GCH,Switzerland,410,Backhoe Loaders,OHR,,,
GTW,Taiwan,300,Compact Excavators,DES,,HVE,
GTW,Taiwan,310,GPE Crawler Excavators,DES,,HVE,
GTW,Taiwan,320,GPE Wheel Excavators,DES,,HVE,
GTW,Taiwan,330,Articulated Haulers,DES,,HVE,
GTW,Taiwan,340,Rigid Haulers,DES,,HVE,
GTW,Taiwan,350,Compact Wheel Loaders,DES,,HVE,
GTW,Taiwan,360,GPE Wheel Loaders,DES,,HVE,
GTW,Taiwan,380,Motor Graders,DES,,HVE,
GTW,Taiwan,390,Compaction Machines,DES,,,
GTW,Taiwan,410,Backhoe Loaders,DES,,,
GTH,Thailand,300,Compact Excavators,DES,,HVE,
GTH,Thailand,310,GPE Crawler Excavators,DES,,HVE,
GTH,Thailand,320,GPE Wheel Excavators,DES,,HVE,
GTH,Thailand,330,Articulated Haulers,DES,,HVE,
GTH,Thailand,350,Compact Wheel Loaders,DES,,HVE,
GTH,Thailand,360,GPE Wheel Loaders,DES,,HVE,
GTH,Thailand,380,Motor Graders,DES,,HVE,
GTH,Thailand,410,Backhoe Loaders,DES,,,
GTH,Thailand,340,Rigid Haulers,DES,,HVE,
GTH,Thailand,390,Compaction Machines,,,,
GTR,Turkey,300,Compact Excavators,DES,,HVE,
GTR,Turkey,310,GPE Crawler Excavators,DES,,HVE,
GTR,Turkey,320,GPE Wheel Excavators,DES,,HVE,
GTR,Turkey,330,Articulated Haulers,DES,,HVE,
GTR,Turkey,340,Rigid Haulers,DES,,HVE,
GTR,Turkey,350,Compact Wheel Loaders,DES,,HVE,
GTR,Turkey,360,GPE Wheel Loaders,DES,,HVE,
GTR,Turkey,380,Motor Graders,DES,,HVE,
GTR,Turkey,390,Compaction Machines,DES,,,
GTR,Turkey,410,Backhoe Loaders,DES,,,
GAE,UAE,300,Compact Excavators,DES,,HVE,
GAE,UAE,310,GPE Crawler Excavators,DES,,HVE,
GAE,UAE,320,GPE Wheel Excavators,DES,,HVE,
GAE,UAE,330,Articulated Haulers,DES,,HVE,
GAE,UAE,340,Rigid Haulers,DES,,HVE,
GAE,UAE,350,Compact Wheel Loaders,DES,,HVE,
GAE,UAE,360,GPE Wheel Loaders,DES,,HVE,
GAE,UAE,380,Motor Graders,DES,,HVE,
GAE,UAE,390,Compaction Machines,DES,,,
GAE,UAE,410,Backhoe Loaders,DES,,,
GUK,United Kingdom,300,Compact Excavators,OHR,,CEE,
GUK,United Kingdom,310,GPE Crawler Excavators,OHR,,CEE,
GUK,United Kingdom,320,GPE Wheel Excavators,OHR,,CEE,
GUK,United Kingdom,330,Articulated Haulers,OHR,,CEE,
GUK,United Kingdom,340,Rigid Haulers,OHR,,CEE,
GUK,United Kingdom,350,Compact Wheel Loaders,OHR,,CEE,
GUK,United Kingdom,360,GPE Wheel Loaders,OHR,,CEE,
GUK,United Kingdom,380,Motor Graders,OHR,,CEE,
GUK,United Kingdom,390,Compaction Machines,,,,
GUK,United Kingdom,410,Backhoe Loaders,OHR,,,
GUS,United States,300,Compact Excavators,OHR,,HVN,
GUS,United States,310,GPE Crawler Excavators,OHR,,HVN,
GUS,United States,320,GPE Wheel Excavators,OHR,,HVN,
GUS,United States,330,Articulated Haulers,OHR,,HVN,
GUS,United States,340,Rigid Haulers,OHR,,HVN,
GUS,United States,350,Compact Wheel Loaders,OHR,,HVN,
GUS,United States,360,GPE Wheel Loaders,OHR,,HVN,
GUS,United States,380,Motor Graders,OHR,,HVN,
GUS,United States,390,Compaction Machines,ORR,,,
GUS,United States,410,Backhoe Loaders,OHR,,,
GVN,VietNam,330,Articulated Haulers,DES,,HVE,
GVN,VietNam,410,Backhoe Loaders,DES,,,
GVN,VietNam,300,Compact Excavators,DES,,HVE,
GVN,VietNam,350,Compact Wheel Loaders,DES,,HVE,
GVN,VietNam,310,GPE Crawler Excavators,DES,,HVE,
GVN,VietNam,320,GPE Wheel Excavators,DES,,HVE,
GVN,VietNam,360,GPE Wheel Loaders,DES,,HVE,
GVN,VietNam,380,Motor Graders,DES,,HVE,
GVN,VietNam,390,Compaction Machines,DES,,,
GVN,VietNam,340,Rigid Haulers,DES,,HVE,
