Year,Geographical Region,Geographical Market Area,End Country,End Country Code,Machine Family,Machine Line,Machine Line Code,Size Class,Size Class Mapping,Total Market FID Sales
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Crawler Excavators,310,EC50<66,>10T,8
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Crawler Excavators,310,EC66<80,>10T,4
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Crawler Excavators,310,EC80<100,>10T,3
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Excavators,320,EW11<13,>11T,13
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Excavators,320,EW13<15,>11T,9
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Excavators,320,EW15<17,>11T,22
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Excavators,320,EW17<20,>11T,8
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Excavators,320,EW20+,>11T,25
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Loaders,360,WLC13<14,>12,9
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Loaders,360,WLC14<15,>12,25
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Loaders,360,WLC15<16,>12,49
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Loaders,360,WLC16<17,>12,26
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Loaders,360,WLC17<18,>12,23
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Loaders,360,WLC18<19,>12,38
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Loaders,360,WLC19<20,>12,32
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Loaders,360,WLC20<21,>12,12
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Loaders,360,WLC21<23,>12,4
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,GPE Wheel Loaders,360,WLC23<30,>12,2
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,Rigid Haulers,340,RH0<55,Rigid Haulers,2
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,Rigid Haulers,340,RH55<75,Rigid Haulers,4
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,General Purpose Equipment,Rigid Haulers,340,RH75<120,Rigid Haulers,1
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,CR0<1.8,Compaction Machines,1
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,CR1.8<3,Compaction Machines,12
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,CR3<5,Compaction Machines,14
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,CR5<8,Compaction Machines,1
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,PTR0<2.5,Compaction Machines,1
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,PTR2.5+,Compaction Machines,2
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VS-SP15+,Compaction Machines,1
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VS-SS0<5,Compaction Machines,0
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VS-SS12<15,Compaction Machines,16
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VS-SS15<19,Compaction Machines,1
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VS-SS19+,Compaction Machines,1
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VS-SS5<8,Compaction Machines,32
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VS-SS8<12,Compaction Machines,8
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VTR-2D0<1.8,Compaction Machines,43
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VTR-2D1.8<3.0,Compaction Machines,82
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VTR-2D3.0<5.0,Compaction Machines,5
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VTR-2D5.0<8.0,Compaction Machines,5
2024,Region Europe,MA Ascendum EU & Others,Austria,AT,Road Machinery Equipment,Compaction Machines,390,VTR-2D8.0<11.3,Compaction Machines,0
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Excavators,CEX,EC0<1,<6T,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Excavators,CEX,EC1<2,<6T,9
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Excavators,CEX,EC2<3,<6T,8
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Excavators,CEX,EC3<4,<6T,18
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Excavators,CEX,EC4<5,<6T,5
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Excavators,CEX,EC5<6,<6T,41
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Excavators,CEX,EC6<8,6<10T,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Excavators,CEX,EC8<10,6<10T,12
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Excavators,CEX,EW8<11,6<11T,0
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Wheel Loaders,350,WLC10<12,10<12,2
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Wheel Loaders,350,WLC12<13,>12,4
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Wheel Loaders,350,WLC7<8,7<10,5
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Compact Equipment,Compact Wheel Loaders,350,WLC8<9,7<10,0
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,Articulated Haulers,330,AH26<30,Articulated Haulers,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,Articulated Haulers,330,AH30<35,Articulated Haulers,0
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC100<120,>10T,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC10<14,>10T,6
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC14<16,>10T,3
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC150<200,>10T,0
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC19<21,>10T,3
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC21<24,>10T,22
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC24<28,>10T,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC28<33,>10T,9
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC33<40,>10T,20
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC40<50,>10T,4
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC50<66,>10T,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC66<80,>10T,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Crawler Excavators,310,EC80<100,>10T,0
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Excavators,320,EW11<13,>11T,2
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Excavators,320,EW13<15,>11T,7
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Excavators,320,EW15<17,>11T,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Excavators,320,EW17<20,>11T,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Excavators,320,EW20+,>11T,0
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Loaders,360,WLC13<14,>12,0
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Loaders,360,WLC14<15,>12,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Loaders,360,WLC15<16,>12,4
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Loaders,360,WLC16<17,>12,2
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Loaders,360,WLC17<18,>12,6
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Loaders,360,WLC18<19,>12,3
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Loaders,360,WLC19<20,>12,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,General Purpose Equipment,GPE Wheel Loaders,360,WLC20<21,>12,0
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,CR0<1.8,Compaction Machines,0
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,CR1.8<3,Compaction Machines,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,CR3<5,Compaction Machines,11
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,PTR0<2.5,Compaction Machines,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,VS-SS12<15,Compaction Machines,3
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,VS-SS15<19,Compaction Machines,3
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,VS-SS19+,Compaction Machines,3
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,VS-SS5<8,Compaction Machines,1
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,VS-SS8<12,Compaction Machines,12
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,VTR-2D0<1.8,Compaction Machines,2
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,VTR-2D11.3+,Compaction Machines,4
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,VTR-2D1.8<3.0,Compaction Machines,10
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,VTR-2D3.0<5.0,Compaction Machines,13
2024,Region Europe,MA Ascendum EU & Others,Bosnia and Herzegovina,BA,Road Machinery Equipment,Compaction Machines,390,VTR-2D8.0<11.3,Compaction Machines,0
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Excavators,CEX,EC0<1,<6T,10
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Excavators,CEX,EC1<2,<6T,73
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Excavators,CEX,EC2<3,<6T,100
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Excavators,CEX,EC3<4,<6T,100
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Excavators,CEX,EC4<5,<6T,7
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Excavators,CEX,EC5<6,<6T,54
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Excavators,CEX,EC6<8,6<10T,5
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Excavators,CEX,EC8<10,6<10T,50
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Excavators,CEX,EW0<6,<6T,1
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Excavators,CEX,EW8<11,6<11T,0
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Wheel Loaders,350,WLC0<5,<7,1
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Wheel Loaders,350,WLC10<12,10<12,6
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Wheel Loaders,350,WLC12<13,>12,3
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Wheel Loaders,350,WLC6<7,<7,4
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Wheel Loaders,350,WLC7<8,7<10,6
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Wheel Loaders,350,WLC8<9,7<10,1
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Compact Equipment,Compact Wheel Loaders,350,WLC9<10,7<10,0
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,Articulated Haulers,330,AH26<30,Articulated Haulers,1
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,Articulated Haulers,330,AH35+,Articulated Haulers,1
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC10<14,>10T,4
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC14<16,>10T,11
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC16<19,>10T,0
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC19<21,>10T,6
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC21<24,>10T,39
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC24<28,>10T,11
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC28<33,>10T,25
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC300<500,>10T,0
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC33<40,>10T,38
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC40<50,>10T,4
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC50<66,>10T,2
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Crawler Excavators,310,EC80<100,>10T,2
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Excavators,320,EW11<13,>11T,0
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Excavators,320,EW13<15,>11T,2
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Excavators,320,EW15<17,>11T,14
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Excavators,320,EW17<20,>11T,14
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Excavators,320,EW20+,>11T,7
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Loaders,360,WLC13<14,>12,1
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Loaders,360,WLC14<15,>12,3
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Loaders,360,WLC15<16,>12,26
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Loaders,360,WLC16<17,>12,25
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Loaders,360,WLC17<18,>12,12
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Loaders,360,WLC18<19,>12,32
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Loaders,360,WLC19<20,>12,22
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Loaders,360,WLC20<21,>12,11
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Loaders,360,WLC21<23,>12,3
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,GPE Wheel Loaders,360,WLC23<30,>12,1
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,General Purpose Equipment,Rigid Haulers,340,RH55<75,Rigid Haulers,1
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,CR1.8<3,Compaction Machines,0
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,CR3<5,Compaction Machines,4
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,PTR0<2.5,Compaction Machines,5
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,PTR2.5+,Compaction Machines,1
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VS-SS0<5,Compaction Machines,1
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VS-SS12<15,Compaction Machines,5
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VS-SS15<19,Compaction Machines,11
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VS-SS19+,Compaction Machines,3
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VS-SS5<8,Compaction Machines,3
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VS-SS8<12,Compaction Machines,8
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VTR-2D0<1.8,Compaction Machines,9
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VTR-2D11.3+,Compaction Machines,0
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VTR-2D1.8<3.0,Compaction Machines,25
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VTR-2D3.0<5.0,Compaction Machines,9
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VTR-2D5.0<8.0,Compaction Machines,3
2024,Region Europe,MA Ascendum EU & Others,Bulgaria,BG,Road Machinery Equipment,Compaction Machines,390,VTR-2D8.0<11.3,Compaction Machines,6
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Excavators,CEX,EC0<1,<6T,10
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Excavators,CEX,EC1<2,<6T,43
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Excavators,CEX,EC2<3,<6T,53
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Excavators,CEX,EC3<4,<6T,75
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Excavators,CEX,EC4<5,<6T,5
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Excavators,CEX,EC5<6,<6T,54
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Excavators,CEX,EC6<8,6<10T,9
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Excavators,CEX,EC8<10,6<10T,42
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Excavators,CEX,EW0<6,<6T,1
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Excavators,CEX,EW8<11,6<11T,3
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Wheel Loaders,350,WLC10<12,10<12,6
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Wheel Loaders,350,WLC12<13,>12,0
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Wheel Loaders,350,WLC6<7,<7,2
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Wheel Loaders,350,WLC7<8,7<10,1
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Compact Equipment,Compact Wheel Loaders,350,WLC8<9,7<10,1
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,Articulated Haulers,330,AH0<26,Articulated Haulers,1
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,Articulated Haulers,330,AH26<30,Articulated Haulers,0
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,Articulated Haulers,330,AH35+,Articulated Haulers,2
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Crawler Excavators,310,EC10<14,>10T,3
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Crawler Excavators,310,EC14<16,>10T,27
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Crawler Excavators,310,EC16<19,>10T,1
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Crawler Excavators,310,EC19<21,>10T,2
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Crawler Excavators,310,EC21<24,>10T,40
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Crawler Excavators,310,EC24<28,>10T,8
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Crawler Excavators,310,EC28<33,>10T,14
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Crawler Excavators,310,EC33<40,>10T,39
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Crawler Excavators,310,EC40<50,>10T,3
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Crawler Excavators,310,EC50<66,>10T,1
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Crawler Excavators,310,EC66<80,>10T,0
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Excavators,320,EW11<13,>11T,0
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Excavators,320,EW13<15,>11T,7
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Excavators,320,EW15<17,>11T,11
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Excavators,320,EW17<20,>11T,8
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Excavators,320,EW20+,>11T,1
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Loaders,360,WLC13<14,>12,1
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Loaders,360,WLC14<15,>12,3
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Loaders,360,WLC15<16,>12,6
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Loaders,360,WLC16<17,>12,10
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Loaders,360,WLC17<18,>12,4
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Loaders,360,WLC18<19,>12,18
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Loaders,360,WLC19<20,>12,9
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Loaders,360,WLC20<21,>12,6
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,General Purpose Equipment,GPE Wheel Loaders,360,WLC21<23,>12,2
2024,Region Europe,MA Ascendum EU & Others,Croatia,HR,Road Machinery Equipment,Compaction Machines,390,CR0<1.8,Compaction Machines,2
