tmc_row,Country Grouping,B,Country,Region,Machine Line,Machine Line,G,Size Class Flag,Brand Code,J,Reporter Flag,Pri/Sec,Source,FID,MS (%),TM,VCE FID,TM Non-VCE,CHECK 2024,existing_check,computed_check,match_count
2534,GIT,Italy,Italy,Region Europe,WLO,Wheel Loaders,,>10,Liugong,LIU,Y,P,OHR,9,0,0,,,0,0,0,0
2535,GIT,Italy,Italy,Region Europe,WLO,Wheel Loaders,,>10,New Holland,NEW,Y,P,OHR,9,0,0,,,0,0,0,0
2536,GIT,Italy,Italy,Region Europe,WLO,Wheel Loaders,,>10,Venieri,VEN,Y,P,OHR,65,0,0,,,0,0,0,0
2537,GIT,Italy,Italy,Region Europe,WLO,Wheel Loaders,,>10,Volvo,VCE,Y,P,OHR,212,0,0,,,0,0,0,0
2538,GIT,Italy,Italy,Region Europe,WLO,Wheel Loaders,,>10,Wacker Neuson,WAN,Y,P,OHR,10,0,0,,,0,0,0,0
2539,GIT,Italy,Italy,Region Europe,WLO,Wheel Loaders,,>10,XCMG,XCM,,P,OHR,6,0,0,,,0,0,1,1
2540,GJP,Japan,Japan,Region Asia,330,Articulated Haulers,,#,Caterpillar Inc,,Y,P,OHR,27,0,0,,,0,0,0,0
2541,GJP,Japan,Japan,Region Asia,330,Articulated Haulers,,#,Komatsu,KOM,Y,P,OHR,65,0,0,,,0,0,0,0
2542,GJP,Japan,Japan,Region Asia,330,Articulated Haulers,,#,Volvo,VCE,Y,P,OHR,73,0,0,,,0,0,0,0
2543,GJP,Japan,Japan,Region Asia,340,Rigid Haulers,,#,Caterpillar Inc,,Y,P,OHR,20,0,0,,,0,0,0,0
2544,GJP,Japan,Japan,Region Asia,340,Rigid Haulers,,#,Hitachi,HIT,Y,P,OHR,10,0,0,,,0,0,0,0
2545,GJP,Japan,Japan,Region Asia,340,Rigid Haulers,,#,Komatsu,KOM,Y,P,OHR,50,0,0,,,0,0,0,0
2546,GJP,Japan,Japan,Region Asia,380,Motor Graders,,,HBM,HBM,,P,OHR,7,0,0,,,0,0,1,1
2547,GJP,Japan,Japan,Region Asia,380,Motor Graders,,#,Caterpillar Inc,,Y,P,OHR,49,0,0,,,0,0,0,0
2548,GJP,Japan,Japan,Region Asia,380,Motor Graders,,#,Hidromek,HID,Y,P,OHR,17,0,0,,,0,0,0,0
2549,GJP,Japan,Japan,Region Asia,380,Motor Graders,,#,Komatsu,KOM,Y,P,OHR,80,0,0,,,0,0,0,0
2550,GJP,Japan,Japan,Region Asia,380,Motor Graders,,,OTN,OTN,,P,OHR,2,0,0,,,0,0,1,1
2551,GJP,Japan,Japan,Region Asia,390,Compaction Machines,,,Bomag,BOM,,P,DES,170,0,0,,,0,0,1,1
2552,GJP,Japan,Japan,Region Asia,390,Compaction Machines,,,Hitachi,HIT,,P,DES,170,0,0,,,0,0,1,1
2553,GJP,Japan,Japan,Region Asia,390,Compaction Machines,,,Kanto,KAN,,P,DES,161,0,0,,,0,0,1,1
2554,GJP,Japan,Japan,Region Asia,390,Compaction Machines,,,Sakai,SAK,,P,DES,754,0,0,,,0,0,1,1
2555,GJP,Japan,Japan,Region Asia,390,Compaction Machines,,,Volvo,VCE,,P,DES,1,0,0,,,0,0,1,1
2556,GJP,Japan,Japan,Region Asia,CEX,Compact Excavators,,<6T,Airman,AIR,Y,P,OHR,80,0,0,,,0,0,0,0
2557,GJP,Japan,Japan,Region Asia,CEX,Compact Excavators,,<6T,Caterpillar Inc,,Y,P,OHR,1800,0,0,,,0,0,0,0
2558,GJP,Japan,Japan,Region Asia,CEX,Compact Excavators,,<6T,Hitachi,HIT,Y,P,OHR,2250,0,0,,,0,0,0,0
2559,GJP,Japan,Japan,Region Asia,CEX,Compact Excavators,,<6T,Kato Imer,KAT,Y,P,OHR,195,0,0,,,0,0,0,0
2560,GJP,Japan,Japan,Region Asia,CEX,Compact Excavators,,<6T,Kobelco,KOB,Y,P,OHR,2300,0,0,,,0,0,0,0
2561,GJP,Japan,Japan,Region Asia,CEX,Compact Excavators,,<6T,Komatsu,KOM,Y,P,OHR,3400,0,0,,,0,0,0,0
2562,GJP,Japan,Japan,Region Asia,CEX,Compact Excavators,,<6T,Kubota,KUB,Y,P,OHR,7500,0,0,,,0,0,0,0
2563,GJP,Japan,Japan,Region Asia,CEX,Compact Excavators,,<6T,OTN,OTN,,P,OHR,21,0,0,,,1,1,1,1
2564,GJP,Japan,Japan,Region Asia,CEX,Compact Excavators,,<6T,Volvo,VCE,Y,P,OHR,4,0,0,,,0,0,0,0
2565,GJP,Japan,Japan,Region Asia,CEX,Compact Excavators,,<6T,Yanmar,YAN,Y,P,OHR,7250,0,0,,,0,0,0,0
2566,GJP,Japan,Japan,Region Asia,GEC,GPE Excavators Crawled,,>6T,Caterpillar Inc,,Y,P,OHR,4400,0,0,,,0,0,0,0
2567,GJP,Japan,Japan,Region Asia,GEC,GPE Excavators Crawled,,>6T,Hitachi,HIT,Y,P,OHR,4600,0,0,,,0,0,0,0
2568,GJP,Japan,Japan,Region Asia,GEC,GPE Excavators Crawled,,>6T,Kato Imer,KAT,Y,P,OHR,1500,0,0,,,0,0,0,0
2569,GJP,Japan,Japan,Region Asia,GEC,GPE Excavators Crawled,,>6T,Kobelco,KOB,Y,P,OHR,4750,0,0,,,0,0,0,0
2570,GJP,Japan,Japan,Region Asia,GEC,GPE Excavators Crawled,,>6T,Komatsu,KOM,Y,P,OHR,4700,0,0,,,0,0,0,0
2571,GJP,Japan,Japan,Region Asia,GEC,Crawler Excavators,,>6T,OTN,OTN,,P,OHR,17,0,0,,,0,0,1,1
2572,GJP,Japan,Japan,Region Asia,GEC,GPE Excavators Crawled,,>6T,Sumitomo,SUM,Y,P,OHR,1920,0,0,,,0,0,0,0
2573,GJP,Japan,Japan,Region Asia,GEC,GPE Excavators Crawled,,>6T,Volvo,VCE,Y,P,OHR,13,0,0,,,0,0,0,0
2574,GJP,Japan,Japan,Region Asia,GEC,GPE Excavators Crawled,,>6T,Yanmar,YAN,Y,P,OHR,400,0,0,,,0,0,0,0
2575,GJP,Japan,Japan,Region Asia,GEW,GPE Excavators Wheeled,,>6T,Hitachi,HIT,Y,P,OHR,50,0,0,,,0,0,0,0
2576,GJP,Japan,Japan,Region Asia,GEW,GPE Excavators Wheeled,,>6T,Volvo,VCE,Y,P,OHR,5,0,0,,,0,0,0,0
2577,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,<10,Caterpillar Inc,,Y,P,OHR,640,0,0,,,0,0,0,0
2578,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,<10,Hitachi,HIT,Y,P,OHR,2500,0,0,,,0,0,0,0
2579,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,<10,Kobelco,KOB,Y,P,OHR,180,0,0,,,0,0,0,0
2580,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,<10,Komatsu,KOM,Y,P,OHR,3200,0,0,,,0,0,0,0
2581,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,<10,Kubota,KUB,Y,P,OHR,700,0,0,,,0,0,0,0
2582,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,<10,OTN,OTN,,P,OHR,3,0,0,,,0,0,0,0
2583,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,<10,Volvo,VCE,Y,P,OHR,7,0,0,,,0,0,0,0
2584,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,<10,Yanmar,YAN,Y,P,OHR,970,0,0,,,0,0,0,0
2585,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,>10,Caterpillar Inc,,Y,P,OHR,1280,0,0,,,0,0,0,0
2586,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,>10,Hitachi,HIT,Y,P,OHR,1680,0,0,,,0,0,0,0
2587,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,>10,Komatsu,KOM,Y,P,OHR,2830,0,0,,,0,0,0,0
2588,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,>10,OTN,OTN,,P,OHR,5,0,0,,,0,0,1,1
2589,GJP,Japan,Japan,Region Asia,WLO,Wheel Loaders,,>10,Volvo,VCE,Y,P,OHR,5,0,0,,,0,0,0,0
2590,GKH,Cambodia,Cambodia,Region Asia,390,Compaction Machines,,,Ammann,AMN,,P,DES,6,0,0,,,0,0,1,1
2591,GKH,Cambodia,Cambodia,Region Asia,390,Compaction Machines,,,Bomag,BOM,,P,DES,7.36,0,0,,,0,0,1,1
2592,GKH,Cambodia,Cambodia,Region Asia,390,Compaction Machines,,,Caterpillar Inc,CAT,,P,DES,10,0,0,,,0,0,1,1
2593,GKH,Cambodia,Cambodia,Region Asia,390,Compaction Machines,,,Dynapac,DYN,,P,DES,8,0,0,,,0,0,1,1
2594,GKH,Cambodia,Cambodia,Region Asia,390,Compaction Machines,,,Hamm,HAM,,P,DES,7,0,0,,,0,0,1,1
2595,GKH,Cambodia,Cambodia,Region Asia,390,Compaction Machines,,,Liugong,LIU,,P,DES,3,0,0,,,0,0,1,1
2596,GKH,Cambodia,Cambodia,Region Asia,390,Compaction Machines,,,Sakai,SAK,,P,DES,42,0,0,,,0,0,1,1
2597,GKH,Cambodia,Cambodia,Region Asia,390,Compaction Machines,,,XCMG,XCM,,P,DES,9,0,0,,,0,0,1,1
2598,GKH,Cambodia,Cambodia,Region Asia,CEX,Compact Excavators,,<10T,Kubota,KUB,Y,P,DES,0,0,0,,,0,0,0,0
2599,GKH,Cambodia,Cambodia,Region Asia,CEX,Compact Excavators,,<10T,Kubota,KUB,,P,DES,4,0,0,,,0,0,0,0
2600,GKH,Cambodia,Cambodia,Region Asia,CEX,Compact Excavators,,<10T,Yanmar,YAN,Y,P,DES,0,0,0,,,0,0,0,0
2601,GKH,Cambodia,Cambodia,Region Asia,CEX,Compact Excavators,,<10T,Yanmar,YAN,,P,DES,10,0,0,,,0,0,0,0
2602,GKH,Cambodia,Cambodia,Region Asia,GEC,GPE Excavators Crawled,,>10T,Caterpillar Inc,,Y,P,DES,0,0,0,,,0,0,0,0
2603,GKH,Cambodia,Cambodia,Region Asia,GEC,Crawler Excavators,,>10T,Caterpillar Inc,CAT,,P,DES,68,0,0,,,0,0,0,0
2604,GKH,Cambodia,Cambodia,Region Asia,GEC,GPE Excavators Crawled,,>10T,Develon,DOO,Y,P,DES,0,0,0,,,0,0,0,0
2605,GKH,Cambodia,Cambodia,Region Asia,GEC,Crawler Excavators,,>10T,Develon,DOO,,P,DES,19,0,0,,,0,0,0,0
2606,GKH,Cambodia,Cambodia,Region Asia,GEC,GPE Excavators Crawled,,>10T,Hitachi,HIT,Y,P,DES,0,0,0,,,0,0,0,0
2607,GKH,Cambodia,Cambodia,Region Asia,GEC,Crawler Excavators,,>10T,Hitachi,HIT,,P,DES,22,0,0,,,0,0,0,0
2608,GKH,Cambodia,Cambodia,Region Asia,GEC,GPE Excavators Crawled,,>10T,Hyundai,HYU,Y,P,DES,0,0,0,,,0,0,0,0
2609,GKH,Cambodia,Cambodia,Region Asia,GEC,Crawler Excavators,,>10T,Hyundai,HYU,,P,DES,6,0,0,,,0,0,0,0
2610,GKH,Cambodia,Cambodia,Region Asia,GEC,GPE Excavators Crawled,,>10T,JCB,JCB,Y,P,DES,0,0,0,,,0,0,0,0
2611,GKH,Cambodia,Cambodia,Region Asia,GEC,Crawler Excavators,,>10T,JCB,JCB,,P,DES,15,0,0,,,0,0,0,0
2612,GKH,Cambodia,Cambodia,Region Asia,GEC,GPE Excavators Crawled,,>10T,Kobelco,KOB,Y,P,DES,0,0,0,,,0,0,0,0
2613,GKH,Cambodia,Cambodia,Region Asia,GEC,Crawler Excavators,,>10T,Kobelco,KOB,,P,DES,44,0,0,,,0,0,0,0
2614,GKH,Cambodia,Cambodia,Region Asia,GEC,GPE Excavators Crawled,,>10T,Komatsu,KOM,Y,P,DES,0,0,0,,,0,0,0,0
2615,GKH,Cambodia,Cambodia,Region Asia,GEC,Crawler Excavators,,>10T,Komatsu,KOM,,P,DES,71,0,0,,,0,0,0,0
2616,GKH,Cambodia,Cambodia,Region Asia,GEC,GPE Excavators Crawled,,>10T,Liugong,LIU,Y,P,DES,0,0,0,,,0,0,0,0
2617,GKH,Cambodia,Cambodia,Region Asia,GEC,Crawler Excavators,,>10T,Liugong,LIU,,P,DES,5,0,0,,,0,0,0,0
2618,GKH,Cambodia,Cambodia,Region Asia,GEC,GPE Excavators Crawled,,>10T,Sany,SNY,Y,P,DES,0,0,0,,,0,0,0,0
2619,GKH,Cambodia,Cambodia,Region Asia,GEC,Crawler Excavators,,>10T,Sany,SNY,,P,DES,14,0,0,,,0,0,0,0
2620,GKH,Cambodia,Cambodia,Region Asia,GEC,GPE Excavators Crawled,,>10T,Sumitomo,SUM,Y,P,DES,0,0,0,,,0,0,0,0
2621,GKH,Cambodia,Cambodia,Region Asia,GEC,Crawler Excavators,,>10T,Sumitomo,SUM,,P,DES,40,0,0,,,0,0,0,0
2622,GKH,Cambodia,Cambodia,Region Asia,GEW,GPE Excavators Wheeled,,>11T,Caterpillar Inc,,Y,P,DES,0,0,0,,,0,0,0,0
2623,GKH,Cambodia,Cambodia,Region Asia,GEW,Wheeled Excavators,,>11T,Caterpillar Inc,CAT,,P,DES,4,0,0,,,0,0,0,0
2624,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,<12,Develon,DOO,Y,P,DES,0,0,0,,,0,0,0,0
2625,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,<12,Develon,DOO,,P,DES,3,0,0,,,0,0,0,0
2626,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,<12,Hyundai,HYU,Y,P,DES,0,0,0,,,0,0,0,0
2627,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,<12,Hyundai,HYU,,P,DES,1,0,0,,,0,0,0,0
2628,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,<12,Liugong,LIU,Y,P,DES,0,0,0,,,0,0,0,0
2629,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,<12,Liugong,LIU,,P,DES,5,0,0,,,0,0,0,0
2630,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,<12,SDLG,LIN,Y,P,DES,0,0,0,,,0,0,0,0
2631,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,<12,SDLG,LIN,,P,DES,2,0,0,,,0,0,0,0
2632,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,<12,XCMG,XCM,Y,P,DES,0,0,0,,,0,0,0,0
2633,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,<12,XCMG,XCM,,P,DES,5,0,0,,,0,0,0,0
2634,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,>12,Develon,DOO,Y,P,DES,0,0,0,,,0,0,0,0
2635,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,>12,Develon,DOO,,P,DES,16,0,0,,,0,0,0,0
2636,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,>12,Komatsu,KOM,Y,P,DES,0,0,0,,,0,0,0,0
2637,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,>12,Komatsu,KOM,,P,DES,7,0,0,,,0,0,0,0
2638,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,>12,Liugong,LIU,Y,P,DES,0,0,0,,,0,0,0,0
2639,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,>12,Liugong,LIU,,P,DES,27,0,0,,,0,0,0,0
2640,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,>12,Lonking,LON,,P,DES,4,0,0,,,0,0,1,1
2641,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,>12,SDLG,LIN,Y,P,DES,0,0,0,,,0,0,0,0
2642,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,>12,SDLG,LIN,,P,DES,16,0,0,,,0,0,0,0
2643,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,>12,XCMG,XCM,Y,P,DES,0,0,0,,,0,0,0,0
2644,GKH,Cambodia,Cambodia,Region Asia,WLO,Wheel Loaders,,>12,XCMG,XCM,,P,DES,6,0,0,,,0,0,0,0
2645,GKR,South Korea,South Korea,Region Asia,330,Articulated Haulers,,#,Caterpillar Inc,,Y,P,KRF,1,0,0,,,0,0,0,0
2646,GKR,South Korea,South Korea,Region Asia,330,Articulated Haulers,,#,Volvo,VCE,Y,P,KRF,1,0,0,,,0,0,0,0
2647,GKR,South Korea,South Korea,Region Asia,340,Rigid Haulers,,#,Caterpillar Inc,,Y,P,KRF,1,0,0,,,0,0,0,0
2648,GKR,South Korea,South Korea,Region Asia,340,Rigid Haulers,,#,Komatsu,KOM,Y,P,KRF,2,0,0,,,0,0,0,0
2649,GKR,South Korea,South Korea,Region Asia,390,Compaction Machines,,,Ammann,AMN,,P,KRF,2,0,0,,,0,0,1,1
2650,GKR,South Korea,South Korea,Region Asia,390,Compaction Machines,,,Bomag,BOM,,P,KRF,54,0,0,,,0,0,1,1
2651,GKR,South Korea,South Korea,Region Asia,390,Compaction Machines,,,Caterpillar Inc,CAT,,P,KRF,32,0,0,,,0,0,1,1
2652,GKR,South Korea,South Korea,Region Asia,390,Compaction Machines,,,Dynapac,DYN,,P,KRF,8,0,0,,,0,0,1,1
2653,GKR,South Korea,South Korea,Region Asia,390,Compaction Machines,,,Hamm,HAM,,P,KRF,19,0,0,,,0,0,1,1
2654,GKR,South Korea,South Korea,Region Asia,390,Compaction Machines,,,Hitachi,HIT,,P,KRF,92,0,0,,,0,0,1,1
2655,GKR,South Korea,South Korea,Region Asia,390,Compaction Machines,,,Kanto,KAN,,P,KRF,98,0,0,,,0,0,1,1
2656,GKR,South Korea,South Korea,Region Asia,390,Compaction Machines,,,Ningbo,NNG,,P,KRF,4,0,0,,,0,0,1,1
2657,GKR,South Korea,South Korea,Region Asia,390,Compaction Machines,,,OTN,OTN,,P,KRF,1,0,0,,,0,0,0,0
2658,GKR,South Korea,South Korea,Region Asia,390,Compaction Machines,,,Sakai,SAK,,P,KRF,43,0,0,,,0,0,1,1
2659,GKR,South Korea,South Korea,Region Asia,390,Compaction Machines,,,Volvo,VCE,,P,KRF,5,0,0,,,0,0,1,1
2660,GKR,South Korea,South Korea,Region Asia,400,Paving Machines,,,Ammann,AMN,,P,KRF,3,0,0,,,0,0,0,0
2661,GKR,South Korea,South Korea,Region Asia,400,Paving Machines,,,Bomag,BOM,,P,KRF,9,0,0,,,0,0,0,0
2662,GKR,South Korea,South Korea,Region Asia,400,Paving Machines,,,Sumitomo,SUM,,P,KRF,5,0,0,,,0,0,0,0
2663,GKR,South Korea,South Korea,Region Asia,400,Paving Machines,,,Vogele,VOG,,P,KRF,11,0,0,,,0,0,0,0
2664,GKR,South Korea,South Korea,Region Asia,400,Paving Machines,,,Volvo,VCE,,P,KRF,10,0,0,,,0,0,0,0
2665,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,6<10T,Develon,DOO,Y,P,KRF,7,0,0,,,0,0,0,0
2666,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,6<10T,Hyundai,HYU,Y,P,KRF,12,0,0,,,0,0,0,0
2667,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,6<10T,Kobelco,KOB,Y,P,KRF,17,0,0,,,0,0,0,0
2668,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,6<10T,Volvo,VCE,Y,P,KRF,8,0,0,,,0,0,0,0
2669,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,6<10T,Yanmar,YAN,Y,P,KRF,4,0,0,,,0,0,0,0
2670,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,6<11T,Develon,DOO,Y,P,KRF,7,0,0,,,0,0,0,0
2671,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Bobcat,BOB,Y,P,KRF,44,0,0,,,0,0,0,0
2672,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Develon,DOO,Y,P,KRF,1787,0,0,,,0,0,0,0
2673,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Hitachi,HIT,Y,P,KRF,251,0,0,,,0,0,0,0
2674,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Horyong,,Y,P,KRF,10,0,0,,,0,0,0,0
2675,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Hyundai,HYU,Y,P,KRF,749,0,0,,,0,0,0,0
2676,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Kato Imer,KAT,Y,P,KRF,3,0,0,,,0,0,0,0
2677,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Kobelco,KOB,Y,P,KRF,456,0,0,,,0,0,0,0
2678,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Kubota,KUB,Y,P,KRF,1346,0,0,,,0,0,0,0
2679,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Sunward,SUN,Y,P,KRF,28,0,0,,,0,0,0,0
2680,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Volvo,VCE,Y,P,KRF,833,0,0,,,0,0,0,0
2681,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Wacker Neuson,WAN,Y,P,KRF,2,0,0,,,0,0,0,0
2682,GKR,South Korea,South Korea,Region Asia,CEX,Compact Excavators,,<6T,Yanmar,YAN,Y,P,KRF,1309,0,0,,,0,0,0,0
2683,GKR,South Korea,South Korea,Region Asia,GEC,GPE Excavators Crawled,,>10T,Caterpillar Inc,,Y,P,KRF,20,0,0,,,0,0,0,0
2684,GKR,South Korea,South Korea,Region Asia,GEC,GPE Excavators Crawled,,>10T,Develon,DOO,Y,P,KRF,595,0,0,,,0,0,0,0
2685,GKR,South Korea,South Korea,Region Asia,GEC,GPE Excavators Crawled,,>10T,Hyundai,HYU,Y,P,KRF,391,0,0,,,0,0,0,0
2686,GKR,South Korea,South Korea,Region Asia,GEC,GPE Excavators Crawled,,>10T,Kobelco,KOB,Y,P,KRF,14,0,0,,,0,0,0,0
2687,GKR,South Korea,South Korea,Region Asia,GEC,GPE Excavators Crawled,,>10T,Volvo,VCE,Y,P,KRF,415,0,0,,,0,0,0,0
2688,GKR,South Korea,South Korea,Region Asia,GEC,GPE Excavators Crawled,,>10T,Yanmar,YAN,Y,P,KRF,7,0,0,,,0,0,0,0
2689,GKR,South Korea,South Korea,Region Asia,GEW,GPE Excavators Wheeled,,>11T,Develon,DOO,Y,P,KRF,905,0,0,,,0,0,0,0
2690,GKR,South Korea,South Korea,Region Asia,GEW,GPE Excavators Wheeled,,>11T,Hyundai,HYU,Y,P,KRF,402,0,0,,,0,0,0,0
2691,GKR,South Korea,South Korea,Region Asia,GEW,GPE Excavators Wheeled,,>11T,Volvo,VCE,Y,P,KRF,755,0,0,,,0,0,0,0
2692,GKR,South Korea,South Korea,Region Asia,WLO,Wheel Loaders,,<12,Case,CAS,Y,P,DES,12,0,0,,,0,0,0,0
2693,GKR,South Korea,South Korea,Region Asia,WLO,Wheel Loaders,,<12,Caterpillar Inc,,Y,P,DES,15,0,0,,,0,0,0,0
2694,GKR,South Korea,South Korea,Region Asia,WLO,Wheel Loaders,,<12,Komatsu,KOM,Y,P,DES,15,0,0,,,0,0,0,0
2695,GKR,South Korea,South Korea,Region Asia,WLO,Wheel Loaders,,>12,Caterpillar Inc,,Y,P,KRF,28,0,0,,,0,0,0,0
2696,GKR,South Korea,South Korea,Region Asia,WLO,Wheel Loaders,,>12,Develon,DOO,Y,P,KRF,118,0,0,,,0,0,0,0
2697,GKR,South Korea,South Korea,Region Asia,WLO,Wheel Loaders,,>12,Hyundai,HYU,Y,P,KRF,65,0,0,,,0,0,0,0
2698,GKR,South Korea,South Korea,Region Asia,WLO,Wheel Loaders,,>12,Komatsu,KOM,Y,P,KRF,25,0,0,,,0,0,0,0
2699,GKR,South Korea,South Korea,Region Asia,WLO,Wheel Loaders,,>12,Volvo,VCE,Y,P,KRF,62,0,0,,,0,0,0,0
2700,GLA,Lao,Lao,Region Asia,390,Compaction Machines,,,Bomag,BOM,,P,DES,7,0,0,,,0,0,1,1
2701,GLA,Lao,Lao,Region Asia,390,Compaction Machines,,,Dynapac,DYN,,P,DES,8,0,0,,,0,0,1,1
2702,GLA,Lao,Lao,Region Asia,390,Compaction Machines,,,Sakai,SAK,,P,DES,16,0,0,,,0,0,1,1
2703,GLA,Lao,Lao,Region Asia,CEX,Compact Excavators,,<10T,Develon,DOO,Y,P,DES,0,0,0,,,0,0,0,0
2704,GLA,Lao,Lao,Region Asia,CEX,Compact Excavators,,<10T,Develon,DOO,,P,DES,5,0,0,,,0,0,0,0
2705,GLA,Lao,Lao,Region Asia,CEX,Compact Excavators,,<10T,Komatsu,KOM,Y,P,DES,0,0,0,,,0,0,0,0
2706,GLA,Lao,Lao,Region Asia,CEX,Compact Excavators,,<10T,Komatsu,KOM,,P,DES,5,0,0,,,0,0,0,0
2707,GLA,Lao,Lao,Region Asia,GEC,GPE Excavators Crawled,,>10T,Caterpillar Inc,,Y,P,DES,0,0,0,,,0,0,0,0
2708,GLA,Lao,Lao,Region Asia,GEC,GPE Excavators Crawled,,>10T,Develon,DOO,Y,P,DES,0,0,0,,,0,0,0,0
2709,GLA,Lao,Lao,Region Asia,GEC,Crawler Excavators,,>10T,Develon,DOO,,P,DES,40,0,0,,,0,0,0,0
2710,GLA,Lao,Lao,Region Asia,GEC,GPE Excavators Crawled,,>10T,JCB,JCB,Y,P,DES,0,0,0,,,0,0,0,0
2711,GLA,Lao,Lao,Region Asia,GEC,Crawler Excavators,,>10T,JCB,JCB,,P,DES,15,0,0,,,0,0,0,0
2712,GLA,Lao,Lao,Region Asia,GEC,GPE Excavators Crawled,,>10T,Kobelco,KOB,Y,P,DES,0,0,0,,,0,0,0,0
2713,GLA,Lao,Lao,Region Asia,GEC,Crawler Excavators,,>10T,Kobelco,KOB,,P,DES,125,0,0,,,0,0,0,0
2714,GLA,Lao,Lao,Region Asia,GEC,GPE Excavators Crawled,,>10T,Komatsu,KOM,Y,P,DES,0,0,0,,,0,0,0,0
2715,GLA,Lao,Lao,Region Asia,GEC,Crawler Excavators,,>10T,Komatsu,KOM,,P,DES,47,0,0,,,0,0,0,0
2716,GLA,Lao,Lao,Region Asia,GEC,GPE Excavators Crawled,,>10T,Liugong,LIU,Y,P,DES,0,0,0,,,0,0,0,0
2717,GLA,Lao,Lao,Region Asia,GEC,Crawler Excavators,,>10T,Liugong,LIU,,P,DES,72,0,0,,,0,0,0,0
2718,GLA,Lao,Lao,Region Asia,GEC,GPE Excavators Crawled,,>10T,Sany,SNY,Y,P,DES,0,0,0,,,0,0,0,0
2719,GLA,Lao,Lao,Region Asia,GEC,Crawler Excavators,,>10T,Sany,SNY,,P,DES,70,0,0,,,0,0,0,0
2720,GLA,Lao,Lao,Region Asia,GEC,GPE Excavators Crawled,,>10T,Sumitomo,SUM,Y,P,DES,0,0,0,,,0,0,0,0
2721,GLA,Lao,Lao,Region Asia,GEC,Crawler Excavators,,>10T,Sumitomo,SUM,,P,DES,64,0,0,,,0,0,0,0
2722,GLA,Lao,Lao,Region Asia,GEC,GPE Excavators Crawled,,>10T,Sunward,SUN,Y,P,DES,0,0,0,,,0,0,0,0
2723,GLA,Lao,Lao,Region Asia,GEC,Crawler Excavators,,>10T,Sunward,SUN,,P,DES,35,0,0,,,0,0,0,0
