tmc_row,Country Grouping,B,Country,Region,Machine Line,Machine Line,G,Size Class Flag,Brand Code,J,Reporter Flag,Pri/Sec,Source,FID,MS (%),TM,VCE FID,TM Non-VCE,CHECK 2024,existing_check,computed_check,match_count
577,GBR,Brazil,Brazil,Region Latin America,CEX,Compact Excavators,,<6T,Wacker Neuson,WAN,,P,OHR,0,0,0,,,1,1,1,1
578,GBR,Brazil,Brazil,Region Latin America,CEX,Compact Excavators,,<6T,Yanmar,YAN,Y,P,PIN,654,0,0,,,0,0,0,0
579,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>10T,Develon,DOO,Y,P,PIN,45,0,0,,,0,0,0,0
580,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,Case,CAS,Y,P,OHR,145,0,0,,,0,0,0,0
581,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,Caterpillar Inc,,Y,P,OHR,2160,0,0,,,0,0,0,0
582,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,Deere,JOH,Y,P,OHR,430,0,0,,,0,0,0,0
583,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,Hyundai,HYU,Y,P,OHR,1590,0,0,,,0,0,0,0
584,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,JCB,JCB,Y,P,OHR,230,0,0,,,0,0,0,0
585,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,Komatsu,KOM,Y,P,OHR,1040,0,0,,,0,0,0,0
586,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,Liebherr,LIE,Y,P,OHR,890,0,0,,,0,0,0,0
587,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,Linkbelt,,Y,P,OHR,350,0,0,,,0,0,0,0
588,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,Liugong,LIU,Y,P,OHR,349,0,0,,,0,0,0,0
589,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,New Holland,NEW,Y,P,OHR,330,0,0,,,0,0,0,0
590,GBR,Brazil,Brazil,Region Latin America,GEC,Crawler Excavators,,>6T,OTN,OTN,,P,OHR,426,0,0,,,0,0,1,1
591,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,Sany,SNY,Y,P,OHR,88,0,0,,,0,0,0,0
592,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,SDLG,LIN,Y,P,OHR,94,0,0,,,0,0,0,0
593,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,Volvo,VCE,Y,P,OHR,503,0,0,,,0,0,0,0
594,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,Wacker Neuson,WAN,Y,P,OHR,160,0,0,,,0,0,0,0
595,GBR,Brazil,Brazil,Region Latin America,GEC,Crawler Excavators,,>6T,Wacker Neuson,WAN,,P,OHR,0,0,0,,,0,0,1,1
596,GBR,Brazil,Brazil,Region Latin America,GEC,GPE Excavators Crawled,,>6T,XCMG,XCM,Y,P,OHR,50,0,0,,,0,0,0,0
597,GBR,Brazil,Brazil,Region Latin America,GEW,GPE Excavators Wheeled,,>6T,Caterpillar Inc,,Y,P,OHR,5,0,0,,,0,0,0,0
598,GBR,Brazil,Brazil,Region Latin America,GEW,Wheeled Excavators,,>6T,Caterpillar Inc,CAT,,P,OHR,0,0,0,,,0,0,0,0
599,GBR,Brazil,Brazil,Region Latin America,GEW,GPE Excavators Wheeled,,>6T,Liebherr,LIE,Y,P,OHR,13,0,0,,,0,0,0,0
600,GBR,Brazil,Brazil,Region Latin America,GEW,Wheeled Excavators,,>6T,Liebherr,LIE,,P,OHR,0,0,0,,,0,0,0,0
601,GBR,Brazil,Brazil,Region Latin America,GEW,GPE Excavators Wheeled,,>6T,Volvo,VCE,Y,P,OHR,12,0,0,,,0,0,0,0
602,GBR,Brazil,Brazil,Region Latin America,GEW,Wheeled Excavators,,>6T,Volvo,VCE,,P,OHR,0,0,0,,,0,0,0,0
603,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<10,Case,CAS,Y,P,OHR,15,0,0,,,0,0,0,0
604,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<10,Caterpillar Inc,,Y,P,OHR,22,0,0,,,0,0,0,0
605,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<10,Komatsu,KOM,Y,P,OHR,4,0,0,,,0,0,0,0
606,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<10,Liebherr,LIE,Y,P,OHR,6,0,0,,,0,0,0,0
607,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<10,Liugong,LIU,Y,P,OHR,116,0,0,,,0,0,0,0
608,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<10,New Holland,NEW,Y,P,OHR,15,0,0,,,0,0,0,0
609,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<10,SDLG,LIN,Y,P,OHR,75,0,0,,,0,0,0,0
610,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<10,SEM,SEM,Y,P,OHR,10,0,0,,,0,0,0,0
611,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<10,XCMG,XCM,Y,P,OHR,50,0,0,,,0,0,0,0
612,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<7,Avant,AVA,,P,PIN,89,0,0,,,0,0,0,0
613,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<7,Yanmar,YAN,Y,P,PIN,6,0,0,,,0,0,0,0
614,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,<7,Yanmar,YAN,,P,PIN,0,0,0,,,0,0,0,0
615,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,Case,CAS,Y,P,OHR,530,0,0,,,0,0,0,0
616,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,Caterpillar Inc,,Y,P,OHR,1770,0,0,,,0,0,0,0
617,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,Deere,JOH,Y,P,OHR,204,0,0,,,0,0,0,0
618,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,Develon,DOO,Y,P,OHR,68,0,0,,,0,0,0,0
619,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,Hyundai,HYU,Y,P,OHR,280,0,0,,,0,0,0,0
620,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,JCB,JCB,Y,P,OHR,205,0,0,,,0,0,0,0
621,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,Komatsu,KOM,Y,P,OHR,340,0,0,,,0,0,0,0
622,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,Liebherr,LIE,Y,P,OHR,410,0,0,,,0,0,0,0
623,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,Liugong,LIU,Y,P,OHR,438,0,0,,,0,0,0,0
624,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,New Holland,NEW,Y,P,OHR,480,0,0,,,0,0,0,0
625,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,Sany,SNY,Y,P,OHR,200,0,0,,,0,0,0,0
626,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,SDLG,LIN,Y,P,OHR,283,0,0,,,0,0,0,0
627,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,SEM,SEM,Y,P,OHR,205,0,0,,,0,0,0,0
628,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,Volvo,VCE,Y,P,OHR,647,0,0,,,0,0,0,0
629,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>10,XCMG,XCM,Y,P,OHR,740,0,0,,,0,0,0,0
630,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>12,Epiroc,EPI,,P,PIN,1,0,0,,,0,0,1,1
631,GBR,Brazil,Brazil,Region Latin America,WLO,Wheel Loaders,,>12,OTN,OTN,,P,PIN,13,0,0,,,0,0,1,1
632,GCA,Canada,Canada,Region North America,330,Articulated Haulers,,#,Bell,BEL,Y,P,OHR,60,0,0,,,0,0,0,0
633,GCA,Canada,Canada,Region North America,330,Articulated Haulers,,#,Caterpillar Inc,,Y,P,OHR,120,0,0,,,0,0,0,0
634,GCA,Canada,Canada,Region North America,330,Articulated Haulers,,#,Deere,JOH,Y,P,OHR,40,0,0,,,0,0,0,0
635,GCA,Canada,Canada,Region North America,330,Articulated Haulers,,#,Develon,DOO,Y,P,OHR,14,0,0,,,0,0,0,0
636,GCA,Canada,Canada,Region North America,330,Articulated Haulers,,,Hydrema,HYD,,P,OHR,10,0,0,,,0,0,1,1
637,GCA,Canada,Canada,Region North America,330,Articulated Haulers,,#,Hyundai,HYU,Y,P,OHR,5,0,0,,,0,0,0,0
638,GCA,Canada,Canada,Region North America,330,Articulated Haulers,,#,Komatsu,KOM,Y,P,OHR,40,0,0,,,0,0,0,0
639,GCA,Canada,Canada,Region North America,330,Articulated Haulers,,,OTN,OTN,,P,OHR,11,0,0,,,0,0,1,1
640,GCA,Canada,Canada,Region North America,330,Articulated Haulers,,#,Rokbak,,Y,P,OHR,13,0,0,,,0,0,0,0
641,GCA,Canada,Canada,Region North America,330,Articulated Haulers,,#,Volvo,VCE,Y,P,OHR,112,0,0,,,0,0,0,0
642,GCA,Canada,Canada,Region North America,340,Rigid Haulers,,#,Caterpillar Inc,,Y,P,OHR,115,0,0,,,0,0,0,0
643,GCA,Canada,Canada,Region North America,340,Rigid Haulers,,#,Komatsu,KOM,Y,P,OHR,80,0,0,,,0,0,0,0
644,GCA,Canada,Canada,Region North America,340,Rigid Haulers,,#,Liebherr,LIE,Y,P,OHR,3,0,0,,,0,0,0,0
645,GCA,Canada,Canada,Region North America,340,Rigid Haulers,,,Rimpull,RIM,,P,OHR,2,0,0,,,0,0,1,1
646,GCA,Canada,Canada,Region North America,380,Motor Graders,,#,Case,CAS,Y,P,OHR,5,0,0,,,0,0,0,0
647,GCA,Canada,Canada,Region North America,380,Motor Graders,,#,Caterpillar Inc,,Y,P,OHR,330,0,0,,,0,0,0,0
648,GCA,Canada,Canada,Region North America,380,Motor Graders,,#,Deere,JOH,Y,P,OHR,260,0,0,,,0,0,0,0
649,GCA,Canada,Canada,Region North America,380,Motor Graders,,#,Komatsu,KOM,Y,P,OHR,25,0,0,,,0,0,0,0
650,GCA,Canada,Canada,Region North America,380,Motor Graders,,,OTN,OTN,,P,OHR,20,0,0,,,0,0,1,1
651,GCA,Canada,Canada,Region North America,410,Backhoe Loaders,,,Case,CAS,,P,OHR,210,0,0,,,0,0,1,1
652,GCA,Canada,Canada,Region North America,410,Backhoe Loaders,,,Caterpillar Inc,CAT,,P,OHR,190,0,0,,,0,0,1,1
653,GCA,Canada,Canada,Region North America,410,Backhoe Loaders,,,Deere,JOH,,P,OHR,255,0,0,,,0,0,1,1
654,GCA,Canada,Canada,Region North America,410,Backhoe Loaders,,,JCB,JCB,,P,OHR,54,0,0,,,0,0,1,1
655,GCA,Canada,Canada,Region North America,410,Backhoe Loaders,,,Komatsu,KOM,,P,OHR,15,0,0,,,0,0,1,1
656,GCA,Canada,Canada,Region North America,410,Backhoe Loaders,,,Manitou,MTU,,P,OHR,10,0,0,,,0,0,1,1
657,GCA,Canada,Canada,Region North America,410,Backhoe Loaders,,,New Holland,NEW,,P,OHR,25,0,0,,,0,0,1,1
658,GCA,Canada,Canada,Region North America,410,Backhoe Loaders,,,OTN,OTN,,P,OHR,11,0,0,,,0,0,1,1
659,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Bobcat,BOB,Y,P,OHR,805,0,0,,,0,0,0,0
660,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Case,CAS,Y,P,OHR,135,0,0,,,0,0,0,0
661,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Caterpillar Inc,,Y,P,OHR,505,0,0,,,0,0,0,0
662,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Deere,JOH,Y,P,OHR,450,0,0,,,0,0,0,0
663,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Develon,DOO,Y,P,OHR,78,0,0,,,0,0,0,0
664,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Eurocomach,EUR,,P,OHR,25,0,0,,,1,1,1,1
665,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Hitachi,HIT,Y,P,OHR,30,0,0,,,0,0,0,0
666,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Hyundai,HYU,Y,P,OHR,30,0,0,,,0,0,0,0
667,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,JCB,JCB,Y,P,OHR,43,0,0,,,0,0,0,0
668,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Kato Imer,KAT,,P,OHR,40,0,0,,,1,1,1,1
669,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Kobelco,KOB,Y,P,OHR,55,0,0,,,0,0,0,0
670,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Komatsu,KOM,Y,P,OHR,145,0,0,,,0,0,0,0
671,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Kubota,KUB,Y,P,OHR,1605,0,0,,,0,0,0,0
672,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Liugong,LIU,Y,P,OHR,15,0,0,,,0,0,0,0
673,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Mecalac,MEC,Y,P,OHR,5,0,0,,,0,0,0,0
674,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,New Holland,NEW,Y,P,OHR,30,0,0,,,0,0,0,0
675,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,OTN,OTN,,P,OHR,30,0,0,,,1,1,1,1
676,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Sany,SNY,Y,P,OHR,470,0,0,,,0,0,0,0
677,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Takeuchi,TAK,Y,P,OHR,125,0,0,,,0,0,0,0
678,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Volvo,VCE,Y,P,OHR,44,0,0,,,0,0,0,0
679,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Wacker Neuson,WAN,Y,P,OHR,265,0,0,,,0,0,0,0
680,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,XCMG,XCM,Y,P,OHR,50,0,0,,,0,0,0,0
681,GCA,Canada,Canada,Region North America,CEX,Compact Excavators,,<6T,Yanmar,YAN,Y,P,OHR,275,0,0,,,0,0,0,0
682,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Bobcat,BOB,Y,P,OHR,170,0,0,,,0,0,0,0
683,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Case,CAS,Y,P,OHR,240,0,0,,,0,0,0,0
684,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Caterpillar Inc,,Y,P,OHR,970,0,0,,,0,0,0,0
685,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Deere,JOH,Y,P,OHR,790,0,0,,,0,0,0,0
686,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Develon,DOO,Y,P,OHR,188,0,0,,,0,0,0,0
687,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Hitachi,HIT,Y,P,OHR,105,0,0,,,0,0,0,0
688,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Hyundai,HYU,Y,P,OHR,55,0,0,,,0,0,0,0
689,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,JCB,JCB,Y,P,OHR,37,0,0,,,0,0,0,0
690,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Kobelco,KOB,Y,P,OHR,245,0,0,,,0,0,0,0
691,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Komatsu,KOM,Y,P,OHR,840,0,0,,,0,0,0,0
692,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Kubota,KUB,Y,P,OHR,240,0,0,,,0,0,0,0
693,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Liebherr,LIE,Y,P,OHR,15,0,0,,,0,0,0,0
694,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Linkbelt,,Y,P,OHR,135,0,0,,,0,0,0,0
695,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Liugong,LIU,Y,P,OHR,15,0,0,,,0,0,0,0
696,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Mecalac,MEC,Y,P,OHR,30,0,0,,,0,0,0,0
697,GCA,Canada,Canada,Region North America,GEC,Crawler Excavators,,>6T,OTN,OTN,,P,OHR,22,0,0,,,0,0,1,1
698,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Sany,SNY,Y,P,OHR,290,0,0,,,0,0,0,0
699,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Takeuchi,TAK,Y,P,OHR,15,0,0,,,0,0,0,0
700,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Volvo,VCE,Y,P,OHR,198,0,0,,,0,0,0,0
701,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,Wacker Neuson,WAN,Y,P,OHR,90,0,0,,,0,0,0,0
702,GCA,Canada,Canada,Region North America,GEC,GPE Excavators Crawled,,>6T,XCMG,XCM,Y,P,OHR,60,0,0,,,0,0,0,0
703,GCA,Canada,Canada,Region North America,GEW,GPE Excavators Wheeled,,>6T,Caterpillar Inc,,Y,P,OHR,15,0,0,,,0,0,0,0
704,GCA,Canada,Canada,Region North America,GEW,GPE Excavators Wheeled,,>6T,Deere,JOH,Y,P,OHR,5,0,0,,,0,0,0,0
705,GCA,Canada,Canada,Region North America,GEW,GPE Excavators Wheeled,,>6T,Develon,DOO,Y,P,OHR,12,0,0,,,0,0,0,0
706,GCA,Canada,Canada,Region North America,GEW,Wheeled Excavators,,>6T,Fuchs,FUH,,P,OHR,5,0,0,,,0,0,1,1
707,GCA,Canada,Canada,Region North America,GEW,GPE Excavators Wheeled,,>6T,Gradall,,Y,P,OHR,25,0,0,,,0,0,0,0
708,GCA,Canada,Canada,Region North America,GEW,GPE Excavators Wheeled,,>6T,Hyundai,HYU,Y,P,OHR,5,0,0,,,0,0,0,0
709,GCA,Canada,Canada,Region North America,GEW,GPE Excavators Wheeled,,>6T,JCB,JCB,Y,P,OHR,3,0,0,,,0,0,0,0
710,GCA,Canada,Canada,Region North America,GEW,GPE Excavators Wheeled,,>6T,Mecalac,MEC,Y,P,OHR,5,0,0,,,0,0,0,0
711,GCA,Canada,Canada,Region North America,GEW,Wheeled Excavators,,>6T,OTN,OTN,,P,OHR,19,0,0,,,0,0,1,1
712,GCA,Canada,Canada,Region North America,GEW,Wheeled Excavators,,>6T,Sennebogen,SEN,,P,OHR,15,0,0,,,0,0,1,1
713,GCA,Canada,Canada,Region North America,GEW,GPE Excavators Wheeled,,>6T,Volvo,VCE,Y,P,OHR,16,0,0,,,0,0,0,0
714,GCA,Canada,Canada,Region North America,GEW,GPE Excavators Wheeled,,>6T,Wacker Neuson,WAN,Y,P,OHR,0,0,0,,,0,0,0,0
715,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Case,CAS,Y,P,OHR,90,0,0,,,0,0,0,0
716,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Caterpillar Inc,,Y,P,OHR,195,0,0,,,0,0,0,0
717,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Deere,JOH,Y,P,OHR,185,0,0,,,0,0,0,0
718,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Hitachi,HIT,Y,P,OHR,30,0,0,,,0,0,0,0
719,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,JCB,JCB,Y,P,OHR,46,0,0,,,0,0,0,0
720,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Kubota,KUB,Y,P,OHR,245,0,0,,,0,0,0,0
721,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Manitou,MTU,Y,P,OHR,55,0,0,,,0,0,0,0
722,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Mecalac,MEC,Y,P,OHR,8,0,0,,,0,0,0,0
723,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,New Holland,NEW,Y,P,OHR,27,0,0,,,0,0,0,0
724,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,OTN,OTN,,P,OHR,39,0,0,,,0,0,0,0
725,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,SDLG,LIN,Y,P,OHR,5,0,0,,,0,0,0,0
726,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Takeuchi,TAK,Y,P,OHR,6,0,0,,,0,0,0,0
727,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Tobroco Machines,TOB,,P,OHR,30,0,0,,,0,0,0,0
728,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Volvo,VCE,Y,P,OHR,39,0,0,,,0,0,0,0
729,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Wacker Neuson,WAN,Y,P,OHR,300,0,0,,,0,0,0,0
730,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Waldon Equipment,WAL,,P,OHR,55,0,0,,,0,0,0,0
731,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,<10,Yanmar,YAN,Y,P,OHR,20,0,0,,,0,0,0,0
732,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,Case,CAS,Y,P,OHR,280,0,0,,,0,0,0,0
733,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,Caterpillar Inc,,Y,P,OHR,860,0,0,,,0,0,0,0
734,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,Deere,JOH,Y,P,OHR,645,0,0,,,0,0,0,0
735,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,Develon,DOO,Y,P,OHR,73,0,0,,,0,0,0,0
736,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,Hitachi,HIT,Y,P,OHR,120,0,0,,,0,0,0,0
737,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,Hyundai,HYU,Y,P,OHR,100,0,0,,,0,0,0,0
738,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,JCB,JCB,Y,P,OHR,83,0,0,,,0,0,0,0
739,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,Komatsu,KOM,Y,P,OHR,370,0,0,,,0,0,0,0
740,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,Liugong,LIU,Y,P,OHR,20,0,0,,,0,0,0,0
741,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,OTN,OTN,,P,OHR,50,0,0,,,0,0,1,1
742,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,SDLG,LIN,Y,P,OHR,13,0,0,,,0,0,0,0
743,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,Takeuchi,TAK,Y,P,OHR,1,0,0,,,0,0,0,0
744,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,Volvo,VCE,Y,P,OHR,310,0,0,,,0,0,0,0
745,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,Wacker Neuson,WAN,Y,P,OHR,100,0,0,,,0,0,0,0
746,GCA,Canada,Canada,Region North America,WLO,Wheel Loaders,,>10,XCMG,XCM,Y,P,OHR,25,0,0,,,0,0,0,0
747,GCH,Switzerland,Switzerland,Region Europe,330,Articulated Haulers,,#,Caterpillar Inc,,Y,P,OHR,2,0,0,,,0,0,0,0
748,GCH,Switzerland,Switzerland,Region Europe,330,Articulated Haulers,,#,Komatsu,KOM,Y,P,OHR,3,0,0,,,0,0,0,0
749,GCH,Switzerland,Switzerland,Region Europe,330,Articulated Haulers,,#,Volvo,VCE,Y,P,OHR,11,0,0,,,0,0,0,0
750,GCH,Switzerland,Switzerland,Region Europe,380,Motor Graders,,#,Case,CAS,Y,P,OHR,1,0,0,,,0,0,0,0
751,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Airman,AIR,,P,OHR,30,0,0,,,1,1,1,1
752,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Bobcat,BOB,Y,P,OHR,28,0,0,,,0,0,0,0
753,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Case,CAS,Y,P,OHR,12,0,0,,,0,0,0,0
754,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Caterpillar Inc,,Y,P,OHR,80,0,0,,,0,0,0,0
755,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Develon,DOO,Y,P,OHR,7,0,0,,,0,0,0,0
756,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Eurocomach,EUR,Y,P,OHR,60,0,0,,,0,0,0,0
757,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Hitachi,HIT,Y,P,OHR,45,0,0,,,0,0,0,0
758,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Hyundai,HYU,Y,P,OHR,26,0,0,,,0,0,0,0
759,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Kato Imer,KAT,Y,P,OHR,15,0,0,,,0,0,0,0
760,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Kobelco,KOB,Y,P,OHR,42,0,0,,,0,0,0,0
761,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Komatsu,KOM,Y,P,OHR,45,0,0,,,0,0,0,0
762,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Kubota,KUB,Y,P,OHR,288,0,0,,,0,0,0,0
763,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Sany,SNY,Y,P,OHR,20,0,0,,,0,0,0,0
764,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Sunward,SUN,Y,P,OHR,24,0,0,,,0,0,0,0
765,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Takeuchi,TAK,,P,OHR,205,0,0,,,1,1,1,1
766,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Volvo,VCE,Y,P,OHR,60,0,0,,,0,0,0,0
767,GCH,Switzerland,Switzerland,Region Europe,CEX,Compact Excavators,,<6T,Wacker Neuson,WAN,Y,P,OHR,300,0,0,,,0,0,0,0
